Table ID,Line,UniqueID,Stub,Data Release
C07008PR,21,C07008PR_021,Moved from the United States:,
C07008PR,22,C07008PR_022,Never married ,
C07008PR,23,C07008PR_023,"Now married, except separated ",
C07008PR,24,C07008PR_024,Divorced  or separated,
C07008PR,25,C07008PR_025,Widowed ,
C07008PR,26,C07008PR_026,Moved  from elsewhere:,
C07008PR,27,C07008PR_027,Never married ,
C07008PR,28,C07008PR_028,"Now married, except separated ",
C07008PR,29,C07008PR_029,Divorced  or separated,
C07008PR,30,C07008PR_030,Widowed ,
 ,,,,
B07009, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B07009, ,,Universe:  Population 25 years and over in the United States,
B07009,1,B07009_001,Total:,
B07009,2,B07009_002,Less than high school graduate ,
B07009,3,B07009_003,High school graduate (includes equivalency) ,
B07009,4,B07009_004,Some college or associate's degree ,
B07009,5,B07009_005,Bachelor's degree ,
B07009,6,B07009_006,Graduate or professional degree ,
B07009,7,B07009_007,Same house 1 year ago:,
B07009,8,B07009_008,Less than high school graduate ,
B07009,9,B07009_009,High school graduate (includes equivalency) ,
B07009,10,B07009_010,Some college or associate's degree ,
B07009,11,B07009_011,Bachelor's degree ,
B07009,12,B07009_012,Graduate or professional degree ,
B07009,13,B07009_013,Moved within same county:,
B07009,14,B07009_014,Less than high school graduate ,
B07009,15,B07009_015,High school graduate (includes equivalency) ,
B07009,16,B07009_016,Some college or associate's degree ,
B07009,17,B07009_017,Bachelor's degree ,
B07009,18,B07009_018,Graduate or professional degree ,
B07009,19,B07009_019,Moved from different county within same state:,
B07009,20,B07009_020,Less than high school graduate ,
B07009,21,B07009_021,High school graduate (includes equivalency) ,
B07009,22,B07009_022,Some college or associate's degree ,
B07009,23,B07009_023,Bachelor's degree ,
B07009,24,B07009_024,Graduate or professional degree ,
B07009,25,B07009_025,Moved from different state:,
B07009,26,B07009_026,Less than high school graduate ,
B07009,27,B07009_027,High school graduate (includes equivalency) ,
B07009,28,B07009_028,Some college or associate's degree ,
B07009,29,B07009_029,Bachelor's degree ,
B07009,30,B07009_030,Graduate or professional degree ,
B07009,31,B07009_031,Moved from abroad:,
B07009,32,B07009_032,Less than high school graduate ,
B07009,33,B07009_033,High school graduate (includes equivalency) ,
B07009,34,B07009_034,Some college or associate's degree ,
B07009,35,B07009_035,Bachelor's degree ,
B07009,36,B07009_036,Graduate or professional degree ,
 ,,,,
B07009PR, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR CURRENT RESIDENCE IN PUERTO RICO,"1,5"
B07009PR, ,,Universe:  Population 25 years and over in Puerto Rico,
B07009PR,1,B07009PR_001,Total:,
B07009PR,2,B07009PR_002,Less than high school graduate ,
B07009PR,3,B07009PR_003,High school graduate (includes equivalency) ,
B07009PR,4,B07009PR_004,Some college or associate's degree ,
B07009PR,5,B07009PR_005,Bachelor's degree ,
B07009PR,6,B07009PR_006,Graduate or professional degree ,
B07009PR,7,B07009PR_007,Same house 1 year ago:,
B07009PR,8,B07009PR_008,Less than high school graduate ,
B07009PR,9,B07009PR_009,High school graduate (includes equivalency) ,
B07009PR,10,B07009PR_010,Some college or associate's degree ,
B07009PR,11,B07009PR_011,Bachelor's degree ,
B07009PR,12,B07009PR_012,Graduate or professional degree ,
B07009PR,13,B07009PR_013,Moved within same municipio:,
B07009PR,14,B07009PR_014,Less than high school graduate ,
B07009PR,15,B07009PR_015,High school graduate (includes equivalency) ,
B07009PR,16,B07009PR_016,Some college or associate's degree ,
B07009PR,17,B07009PR_017,Bachelor's degree ,
B07009PR,18,B07009PR_018,Graduate or professional degree ,
B07009PR,19,B07009PR_019,Moved from different municipio:,
B07009PR,20,B07009PR_020,Less than high school graduate ,
B07009PR,21,B07009PR_021,High school graduate (includes equivalency) ,
B07009PR,22,B07009PR_022,Some college or associate's degree ,
B07009PR,23,B07009PR_023,Bachelor's degree ,
B07009PR,24,B07009PR_024,Graduate or professional degree ,
B07009PR,25,B07009PR_025,Moved from the United States:,
B07009PR,26,B07009PR_026,Less than high school graduate ,
B07009PR,27,B07009PR_027,High school graduate (includes equivalency) ,
B07009PR,28,B07009PR_028,Some college or associate's degree ,
B07009PR,29,B07009PR_029,Bachelor's degree ,
B07009PR,30,B07009PR_030,Graduate or professional degree ,
B07009PR,31,B07009PR_031,Moved from elsewhere:,
B07009PR,32,B07009PR_032,Less than high school graduate ,
B07009PR,33,B07009PR_033,High school graduate (includes equivalency) ,
B07009PR,34,B07009PR_034,Some college or associate's degree ,
B07009PR,35,B07009PR_035,Bachelor's degree ,
B07009PR,36,B07009PR_036,Graduate or professional degree ,
 ,,,,
B07010, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B07010, ,,Universe:  Population 15 years and over in the United States,
B07010,1,B07010_001,Total:,
B07010,2,B07010_002,No income ,
B07010,3,B07010_003,With income:,
B07010,4,B07010_004,"$1 to $9,999 or loss ",
B07010,5,B07010_005,"$10,000 to $14,999 ",
B07010,6,B07010_006,"$15,000 to $24,999 ",
B07010,7,B07010_007,"$25,000 to $34,999 ",
B07010,8,B07010_008,"$35,000 to $49,999 ",
B07010,9,B07010_009,"$50,000 to $64,999 ",
B07010,10,B07010_010,"$65,000 to $74,999 ",
B07010,11,B07010_011,"$75,000 or more ",
B07010,12,B07010_012,Same house 1 year ago:,
B07010,13,B07010_013,No income ,
B07010,14,B07010_014,With income:,
B07010,15,B07010_015,"$1 to $9,999 or loss ",
B07010,16,B07010_016,"$10,000 to $14,999 ",
B07010,17,B07010_017,"$15,000 to $24,999 ",
B07010,18,B07010_018,"$25,000 to $34,999 ",
B07010,19,B07010_019,"$35,000 to $49,999 ",
B07010,20,B07010_020,"$50,000 to $64,999 ",
B07010,21,B07010_021,"$65,000 to $74,999 ",
B07010,22,B07010_022,"$75,000 or more ",
B07010,23,B07010_023,Moved within same county:,
B07010,24,B07010_024,No income ,
B07010,25,B07010_025,With income:,
B07010,26,B07010_026,"$1 to $9,999 or loss ",
B07010,27,B07010_027,"$10,000 to $14,999 ",
B07010,28,B07010_028,"$15,000 to $24,999 ",
B07010,29,B07010_029,"$25,000 to $34,999 ",
B07010,30,B07010_030,"$35,000 to $49,999 ",
B07010,31,B07010_031,"$50,000 to $64,999 ",
B07010,32,B07010_032,"$65,000 to $74,999 ",
B07010,33,B07010_033,"$75,000 or more ",
B07010,34,B07010_034,Moved from different county within same state:,
B07010,35,B07010_035,No income ,
B07010,36,B07010_036,With income:,
B07010,37,B07010_037,"$1 to $9,999 or loss ",
B07010,38,B07010_038,"$10,000 to $14,999 ",
B07010,39,B07010_039,"$15,000 to $24,999 ",
B07010,40,B07010_040,"$25,000 to $34,999 ",
B07010,41,B07010_041,"$35,000 to $49,999 ",
B07010,42,B07010_042,"$50,000 to $64,999 ",
B07010,43,B07010_043,"$65,000 to $74,999 ",
B07010,44,B07010_044,"$75,000 or more ",
B07010,45,B07010_045,Moved from different state:,
B07010,46,B07010_046,No income ,
B07010,47,B07010_047,With income:,
B07010,48,B07010_048,"$1 to $9,999 or loss ",
B07010,49,B07010_049,"$10,000 to $14,999 ",
B07010,50,B07010_050,"$15,000 to $24,999 ",
B07010,51,B07010_051,"$25,000 to $34,999 ",
B07010,52,B07010_052,"$35,000 to $49,999 ",
B07010,53,B07010_053,"$50,000 to $64,999 ",
B07010,54,B07010_054,"$65,000 to $74,999 ",
B07010,55,B07010_055,"$75,000 or more ",
B07010,56,B07010_056,Moved from abroad:,
B07010,57,B07010_057,No income ,
B07010,58,B07010_058,With income:,
B07010,59,B07010_059,"$1 to $9,999 or loss ",
B07010,60,B07010_060,"$10,000 to $14,999 ",
B07010,61,B07010_061,"$15,000 to $24,999 ",
B07010,62,B07010_062,"$25,000 to $34,999 ",
B07010,63,B07010_063,"$35,000 to $49,999 ",
B07010,64,B07010_064,"$50,000 to $64,999 ",
B07010,65,B07010_065,"$65,000 to $74,999 ",
B07010,66,B07010_066,"$75,000 or more ",
 ,,,,
B07010PR, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR CURRENT RESIDENCE IN PUERTO RICO,"1,5"
B07010PR, ,,Universe:  Population 15 years and over in Puerto Rico,
B07010PR,1,B07010PR_001,Total:,
B07010PR,2,B07010PR_002,No income ,
B07010PR,3,B07010PR_003,With income:,
B07010PR,4,B07010PR_004,"$1 to $9,999 or loss ",
B07010PR,5,B07010PR_005,"$10,000 to $14,999 ",
B07010PR,6,B07010PR_006,"$15,000 to $24,999 ",
B07010PR,7,B07010PR_007,"$25,000 to $34,999 ",
B07010PR,8,B07010PR_008,"$35,000 to $49,999 ",
B07010PR,9,B07010PR_009,"$50,000 to $64,999 ",
B07010PR,10,B07010PR_010,"$65,000 to $74,999 ",
B07010PR,11,B07010PR_011,"$75,000 or more ",
B07010PR,12,B07010PR_012,Same house 1 year ago:,
B07010PR,13,B07010PR_013,No income ,
B07010PR,14,B07010PR_014,With income:,
B07010PR,15,B07010PR_015,"$1 to $9,999 or loss ",
B07010PR,16,B07010PR_016,"$10,000 to $14,999 ",
B07010PR,17,B07010PR_017,"$15,000 to $24,999 ",
B07010PR,18,B07010PR_018,"$25,000 to $34,999 ",
B07010PR,19,B07010PR_019,"$35,000 to $49,999 ",
B07010PR,20,B07010PR_020,"$50,000 to $64,999 ",
B07010PR,21,B07010PR_021,"$65,000 to $74,999 ",
B07010PR,22,B07010PR_022,"$75,000 or more ",
B07010PR,23,B07010PR_023,Moved within same municipio:,
B07010PR,24,B07010PR_024,No income ,
B07010PR,25,B07010PR_025,With income:,
B07010PR,26,B07010PR_026,"$1 to $9,999 or loss ",
B07010PR,27,B07010PR_027,"$10,000 to $14,999 ",
B07010PR,28,B07010PR_028,"$15,000 to $24,999 ",
B07010PR,29,B07010PR_029,"$25,000 to $34,999 ",
B07010PR,30,B07010PR_030,"$35,000 to $49,999 ",
B07010PR,31,B07010PR_031,"$50,000 to $64,999 ",
B07010PR,32,B07010PR_032,"$65,000 to $74,999 ",
B07010PR,33,B07010PR_033,"$75,000 or more ",
B07010PR,34,B07010PR_034,Moved from different municipio:,
B07010PR,35,B07010PR_035,No income ,
B07010PR,36,B07010PR_036,With income:,
B07010PR,37,B07010PR_037,"$1 to $9,999 or loss ",
B07010PR,38,B07010PR_038,"$10,000 to $14,999 ",
B07010PR,39,B07010PR_039,"$15,000 to $24,999 ",
B07010PR,40,B07010PR_040,"$25,000 to $34,999 ",
B07010PR,41,B07010PR_041,"$35,000 to $49,999 ",
B07010PR,42,B07010PR_042,"$50,000 to $64,999 ",
B07010PR,43,B07010PR_043,"$65,000 to $74,999 ",
B07010PR,44,B07010PR_044,"$75,000 or more ",
B07010PR,45,B07010PR_045,Moved from the United States:,
B07010PR,46,B07010PR_046,No income ,
B07010PR,47,B07010PR_047,With income:,
B07010PR,48,B07010PR_048,"$1 to $9,999 or loss ",
B07010PR,49,B07010PR_049,"$10,000 to $14,999 ",
B07010PR,50,B07010PR_050,"$15,000 to $24,999 ",
B07010PR,51,B07010PR_051,"$25,000 to $34,999 ",
B07010PR,52,B07010PR_052,"$35,000 to $49,999 ",
B07010PR,53,B07010PR_053,"$50,000 to $64,999 ",
B07010PR,54,B07010PR_054,"$65,000 to $74,999 ",
B07010PR,55,B07010PR_055,"$75,000 or more ",
B07010PR,56,B07010PR_056,Moved from elsewhere:,
B07010PR,57,B07010PR_057,No income ,
B07010PR,58,B07010PR_058,With income:,
B07010PR,59,B07010PR_059,"$1 to $9,999 or loss ",
B07010PR,60,B07010PR_060,"$10,000 to $14,999 ",
B07010PR,61,B07010PR_061,"$15,000 to $24,999 ",
B07010PR,62,B07010PR_062,"$25,000 to $34,999 ",
B07010PR,63,B07010PR_063,"$35,000 to $49,999 ",
B07010PR,64,B07010PR_064,"$50,000 to $64,999 ",
B07010PR,65,B07010PR_065,"$65,000 to $74,999 ",
B07010PR,66,B07010PR_066,"$75,000 or more ",
 ,,,,
B07011, ,,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B07011, ,,Universe:  Population 15 years and over in the United States with income,
B07011,0.5,,Median income in the past 12 months --,
B07011,1,B07011_001,Total:,
B07011,2,B07011_002,Same house 1 year ago,
B07011,3,B07011_003,Moved within same county,
B07011,4,B07011_004,Moved from different county within same state,
B07011,5,B07011_005,Moved from different state,
B07011,6,B07011_006,Moved from abroad,
 ,,,,
B07011PR, ,,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,"1,5"
B07011PR, ,,Universe:  Population 15 years and over in Puerto Rico with income,
B07011PR,0.5,,Median income in the past 12 months --,
B07011PR,1,B07011PR_001,Total:,
B07011PR,2,B07011PR_002,Same house 1 year ago,
B07011PR,3,B07011PR_003,Moved within same municipio,
B07011PR,4,B07011PR_004,Moved from different municipio,
B07011PR,5,B07011PR_005,Moved from the United States,
B07011PR,6,B07011PR_006,Moved from elsewhere,
,,,,
B07012, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B07012, ,,Universe:  Population 1 year and over in the United States for whom poverty status is determined,
B07012,1,B07012_001,Total:,
B07012,2,B07012_002,Below 100 percent of the poverty level ,
B07012,3,B07012_003,100 to 149 percent of the poverty level ,
B07012,4,B07012_004,At or above 150 percent of the poverty level ,
B07012,5,B07012_005,Same house 1 year ago:,
B07012,6,B07012_006,Below 100 percent of the poverty level ,
B07012,7,B07012_007,100 to 149 percent of the poverty level ,
B07012,8,B07012_008,At or above 150 percent of the poverty level ,
B07012,9,B07012_009,Moved within same county:,
B07012,10,B07012_010,Below 100 percent of the poverty level ,
B07012,11,B07012_011,100 to 149 percent of the poverty level ,
B07012,12,B07012_012,At or above 150 percent of the poverty level ,
B07012,13,B07012_013,Moved from different county within same state:,
B07012,14,B07012_014,Below 100 percent of the poverty level ,
B07012,15,B07012_015,100 to 149 percent of the poverty level ,
B07012,16,B07012_016,At or above 150 percent of the poverty level ,
B07012,17,B07012_017,Moved from different state:,
B07012,18,B07012_018,Below 100 percent of the poverty level ,
B07012,19,B07012_019,100 to 149 percent of the poverty level ,
B07012,20,B07012_020,At or above 150 percent of the poverty level ,
B07012,21,B07012_021,Moved from abroad:,
B07012,22,B07012_022,Below 100 percent of the poverty level ,
B07012,23,B07012_023,100 to 149 percent of the poverty level ,
B07012,24,B07012_024,At or above 150 percent of the poverty level ,
 ,,,,
B07012PR, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR CURRENT RESIDENCE IN PUERTO RICO,"1,5"
B07012PR, ,,Universe:  Population 1 year and over in Puerto Rico for whom poverty status is determined,
B07012PR,1,B07012PR_001,Total:,
B07012PR,2,B07012PR_002,Below 100 percent of the poverty level ,
B07012PR,3,B07012PR_003,100 to 149 percent of the poverty level ,
B07012PR,4,B07012PR_004,At or above 150 percent of the poverty level ,
B07012PR,5,B07012PR_005,Same house 1 year ago:,
B07012PR,6,B07012PR_006,Below 100 percent of the poverty level ,
B07012PR,7,B07012PR_007,100 to 149 percent of the poverty level ,
B07012PR,8,B07012PR_008,At or above 150 percent of the poverty level ,
B07012PR,9,B07012PR_009,Moved within same municipio:,
B07012PR,10,B07012PR_010,Below 100 percent of the poverty level ,
B07012PR,11,B07012PR_011,100 to 149 percent of the poverty level ,
B07012PR,12,B07012PR_012,At or above 150 percent of the poverty level ,
B07012PR,13,B07012PR_013,Moved from different municipio:,
B07012PR,14,B07012PR_014,Below 100 percent of the poverty level ,
B07012PR,15,B07012PR_015,100 to 149 percent of the poverty level ,
B07012PR,16,B07012PR_016,At or above 150 percent of the poverty level ,
B07012PR,17,B07012PR_017,Moved from the United States:,
B07012PR,18,B07012PR_018,Below 100 percent of the poverty level ,
B07012PR,19,B07012PR_019,100 to 149 percent of the poverty level ,
B07012PR,20,B07012PR_020,At or above 150 percent of the poverty level ,
B07012PR,21,B07012PR_021,Moved from elsewhere:,
B07012PR,22,B07012PR_022,Below 100 percent of the poverty level ,
B07012PR,23,B07012PR_023,100 to 149 percent of the poverty level ,
B07012PR,24,B07012PR_024,At or above 150 percent of the poverty level ,
 ,,,,
B07013, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN THE UNITED STATES,"1,5"
B07013, ,,Universe:  Population 1 year and over in households in the United States,
B07013,1,B07013_001,Total:,
B07013,2,B07013_002,Householder lived in owner-occupied housing units ,
B07013,3,B07013_003,Householder lived in renter-occupied housing units  ,
B07013,4,B07013_004,Same house 1 year ago:,
B07013,5,B07013_005,Householder lived in owner-occupied housing units  ,
B07013,6,B07013_006,Householder lived in renter-occupied housing units  ,
B07013,7,B07013_007,Moved within same county:,
B07013,8,B07013_008,Householder lived in owner-occupied housing units  ,
B07013,9,B07013_009,Householder lived in renter-occupied housing units  ,
B07013,10,B07013_010,Moved from different county within same state:,
B07013,11,B07013_011,Householder lived in owner-occupied housing units  ,
B07013,12,B07013_012,Householder lived in renter-occupied housing units  ,
B07013,13,B07013_013,Moved from different state:,
B07013,14,B07013_014,Householder lived in owner-occupied housing units  ,
B07013,15,B07013_015,Householder lived in renter-occupied housing units  ,
B07013,16,B07013_016,Moved from abroad:,
B07013,17,B07013_017,Householder lived in owner-occupied housing units  ,
B07013,18,B07013_018,Householder lived in renter-occupied housing units  ,
 ,,,,
B07013PR, ,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR CURRENT RESIDENCE IN PUERTO RICO,"1,5"
B07013PR, ,,Universe:  Population 1 year and over in households in Puerto Rico,
B07013PR,1,B07013PR_001,Total:,
B07013PR,2,B07013PR_002,Householder lived in owner-occupied housing units  ,
B07013PR,3,B07013PR_003,Householder lived in renter-occupied housing units  ,
B07013PR,4,B07013PR_004,Same house 1 year ago:,
B07013PR,5,B07013PR_005,Householder lived in owner-occupied housing units  ,
B07013PR,6,B07013PR_006,Householder lived in renter-occupied housing units  ,
B07013PR,7,B07013PR_007,Moved within same municipio:,
B07013PR,8,B07013PR_008,Householder lived in owner-occupied housing units  ,
B07013PR,9,B07013PR_009,Householder lived in renter-occupied housing units  ,
B07013PR,10,B07013PR_010,Moved from different municipio:,
B07013PR,11,B07013PR_011,Householder lived in owner-occupied housing units  ,
B07013PR,12,B07013PR_012,Householder lived in renter-occupied housing units  ,
B07013PR,13,B07013PR_013,Moved from the United States:,
B07013PR,14,B07013PR_014,Householder lived in owner-occupied housing units  ,
B07013PR,15,B07013PR_015,Householder lived in renter-occupied housing units  ,
B07013PR,16,B07013PR_016,Moved from elsewhere:,
B07013PR,17,B07013PR_017,Householder lived in owner-occupied housing units  ,
B07013PR,18,B07013PR_018,Householder lived in renter-occupied housing units  ,
 ,,,,
B07101, ,,MOVERS BETWEEN REGIONS IN THE UNITED STATES,"1,5"
B07101, ,,Universe:  Population 1 year and over in the United States,
B07101,1,B07101_001,Total:,
B07101,2,B07101_002,Same residence (non-movers) ,
B07101,3,B07101_003,Movers within same state ,
B07101,4,B07101_004,Movers to different state:,
B07101,4.5,,Residence 1 year ago-- ,
B07101,5,B07101_005,Northeast ,
B07101,6,B07101_006,Midwest ,
B07101,7,B07101_007,South ,
B07101,8,B07101_008,West ,
B07101,9,B07101_009,Movers from abroad:,
B07101,10,B07101_010,Puerto Rico ,
B07101,11,B07101_011,U.S. Island Areas ,
B07101,12,B07101_012,Foreign country ,
B07101,13,B07101_013,Current residence; Northeast:,
B07101,14,B07101_014,Same residence (non-movers) ,
B07101,15,B07101_015,Movers within same state ,
B07101,16,B07101_016,Movers to different state:,
B07101,16.5,,Residence 1 year ago-- ,
B07101,17,B07101_017,Northeast ,
B07101,18,B07101_018,Midwest ,
B07101,19,B07101_019,South ,
B07101,20,B07101_020,West ,
B07101,21,B07101_021,Movers from abroad:,
B07101,22,B07101_022,Puerto Rico ,
B07101,23,B07101_023,U.S. Island Areas ,
B07101,24,B07101_024,Foreign country ,
B07101,25,B07101_025,Current residence; Midwest:,
B07101,26,B07101_026,Same residence (non-movers) ,
B07101,27,B07101_027,Movers within same state ,
B07101,28,B07101_028,Movers to different state:,
B07101,28.5,,Residence 1 year ago-- ,
B07101,29,B07101_029,Northeast ,
B07101,30,B07101_030,Midwest ,
B07101,31,B07101_031,South ,
B07101,32,B07101_032,West ,
B07101,33,B07101_033,Movers from abroad:,
B07101,34,B07101_034,Puerto Rico ,
B07101,35,B07101_035,U.S. Island Areas ,
B07101,36,B07101_036,Foreign country ,
B07101,37,B07101_037,Current residence; South:,
B07101,38,B07101_038,Same residence (non-movers) ,
B07101,39,B07101_039,Movers within same state ,
B07101,40,B07101_040,Movers to different state:,
B07101,40.5,,Residence 1 year ago-- ,
B07101,41,B07101_041,Northeast ,
B07101,42,B07101_042,Midwest ,
B07101,43,B07101_043,South ,
B07101,44,B07101_044,West ,
B07101,45,B07101_045,Movers from abroad:,
B07101,46,B07101_046,Puerto Rico ,
B07101,47,B07101_047,U.S. Island Areas ,
B07101,48,B07101_048,Foreign country ,
B07101,49,B07101_049,Current residence; West:,
B07101,50,B07101_050,Same residence (non-movers) ,
B07101,51,B07101_051,Movers within same state ,
B07101,52,B07101_052,Movers to different state:,
B07101,52.5,,Residence 1 year ago-- ,
B07101,53,B07101_053,Northeast ,
B07101,54,B07101_054,Midwest ,
B07101,55,B07101_055,South ,
B07101,56,B07101_056,West ,
B07101,57,B07101_057,Movers from abroad:,
B07101,58,B07101_058,Puerto Rico ,
B07101,59,B07101_059,U.S. Island Areas ,
B07101,60,B07101_060,Foreign country ,
,,,,
B07201,,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,"1,5"
B07201,,,Universe:  Population 1 year and over living in a Metropolitan Statistical Area in the United States,
B07201,1,B07201_001,Total:,
B07201,2,B07201_002,Same house 1 year ago,
B07201,3,B07201_003,Different house in United States 1 year ago:,
B07201,4,B07201_004,Same Metropolitan Statistical Area:,
B07201,5,B07201_005,Moved from principal city,
B07201,6,B07201_006,Moved from remainder of Metropolitan Statistical Area,
B07201,7,B07201_007,Different Metropolitan Statistical Area:,
B07201,8,B07201_008,Moved from principal city,
B07201,9,B07201_009,Moved from remainder of Metropolitan Statistical Area,
B07201,10,B07201_010,Micropolitan Statistical Area:,
B07201,11,B07201_011,Moved from principal city,
B07201,12,B07201_012,Moved from remainder of Micropolitan Statistical Area,
B07201,13,B07201_013,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
B07201,14,B07201_014,Abroad 1 year ago,
 ,,,,
C07201,,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,1
C07201,,,Universe:  Population 1 year and over living in a Metropolitan Statistical Area in the United States,
C07201,1,C07201_001,Total:,
C07201,2,C07201_002,Same house 1 year ago,
C07201,3,C07201_003,Different house in United States 1 year ago:,
C07201,4,C07201_004,Same Metropolitan Statistical Area:,
C07201,5,C07201_005,Moved from principal city,
C07201,6,C07201_006,Moved from remainder of Metropolitan Statistical Area,
C07201,7,C07201_007,Different Metropolitan Statistical Area:,
C07201,8,C07201_008,Moved from principal city,
C07201,9,C07201_009,Moved from remainder of Metropolitan Statistical Area,
C07201,10,C07201_010,Micropolitan Statistical Area,
C07201,11,C07201_011,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
C07201,12,C07201_012,Abroad 1 year ago,
 ,,,,
B07201PR,,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,"1,5"
B07201PR,,,Universe:  Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,
B07201PR,1,B07201PR_001,Total:,
B07201PR,2,B07201PR_002,Same house 1 year ago,
B07201PR,3,B07201PR_003,Different house in Puerto Rico 1 year ago:,
B07201PR,4,B07201PR_004,Same Metropolitan Statistical Area:,
B07201PR,5,B07201PR_005,Moved from principal city,
B07201PR,6,B07201PR_006,Moved from remainder of Metropolitan Statistical Area,
B07201PR,7,B07201PR_007,Different Metropolitan Statistical Area:,
B07201PR,8,B07201PR_008,Moved from principal city,
B07201PR,9,B07201PR_009,Moved from remainder of Metropolitan Statistical Area,
B07201PR,10,B07201PR_010,Micropolitan Statistical Area:,
B07201PR,11,B07201PR_011,Moved from principal city,
B07201PR,12,B07201PR_012,Moved from remainder of Micropolitan Statistical Area,
B07201PR,13,B07201PR_013,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
B07201PR,14,B07201PR_014,United States 1 year ago:,
B07201PR,15,B07201PR_015,Metropolitan Statistical Area:,
B07201PR,16,B07201PR_016,Moved from principal city,
B07201PR,17,B07201PR_017,Moved from remainder of Metropolitan Statistical Area,
B07201PR,18,B07201PR_018,Micropolitan Statistical Area:,
B07201PR,19,B07201PR_019,Moved from principal city,
B07201PR,20,B07201PR_020,Moved from remainder of Micropolitan Statistical Area,
B07201PR,21,B07201PR_021,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
B07201PR,22,B07201PR_022,Abroad 1 year ago,
 ,,,,
C07201PR,,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,1
C07201PR,,,Universe:  Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,
C07201PR,1,C07201PR_001,Total:,
C07201PR,2,C07201PR_002,Same house 1 year ago,
C07201PR,3,C07201PR_003,Different house in Puerto Rico 1 year ago:,
C07201PR,4,C07201PR_004,Same Metropolitan Statistical Area:,
C07201PR,5,C07201PR_005,Moved from principal city,
C07201PR,6,C07201PR_006,Moved from remainder of Metropolitan Statistical Area,
C07201PR,7,C07201PR_007,Different Metropolitan Statistical Area:,
C07201PR,8,C07201PR_008,Moved from principal city,
C07201PR,9,C07201PR_009,Moved from remainder of Metropolitan Statistical Area,
C07201PR,10,C07201PR_010,Micropolitan Statistical Area,
C07201PR,11,C07201PR_011,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
C07201PR,12,C07201PR_012,United States 1 year ago:,
C07201PR,13,C07201PR_013,Metropolitan Statistical Area,
C07201PR,14,C07201PR_014,Micropolitan Statistical Area,
C07201PR,15,C07201PR_015,Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,
C07201PR,16,C07201PR_016,Abroad 1 year ago,
,,,,
B07202,,,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--MICROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,"1,5"
B07202,,,Universe:  Population 1 year and over living in a Micropolitan Statistical Area in the United States,
B07202,1,B07202_001,Total:,
B07202,2,B07202_002,Same house 1 year ago,
B07202,3,B07202_003,Different house in United States 1 year ago:,
B07202,4,B07202_004,Same Micropolitan Statistical Area:,
B07202,5,B07202_005,Moved from principal city,
